tim_day,username,start_date,end_date,country,site,department,division,function
2025-10-01,user_0657,2020-08-25,,Venezuela,MLV,AML,Risk & Compliance,Manager
2025-09-01,user_0682,2021-12-20,,Argentina,MLA,Brand,Advertising,Analyst
2025-06-01,user_0552,2023-12-19,,Venezuela,MLV,Product Management,Products,Product Analyst
2025-02-01,user_0099,2022-08-29,,Chile,MLC,GMV Analytics,Marketplace,Lead
2025-01-01,user_0208,2023-08-03,,Uruguay,MLU,Security,IT,Software Engineer
2025-08-01,user_0427,2019-04-28,,Mexico,MLM,Sellers Growth,Marketplace,Lead
2025-07-01,user_0295,2023-03-12,,Brazil,MLB,Performance,Advertising,Account Manager
2025-07-01,user_0630,2021-07-20,,Chile,MLC,L&D,People,Manager
2025-04-01,user_0474,2022-11-28,,Mexico,MLM,Insurance,Fintech,Specialist
2025-09-01,user_0477,2021-11-09,,Brazil,MLB,Credit Risk,Risk & Compliance,Manager
2025-10-01,user_0289,2020-01-07,,Argentina,MLA,Buyers Experience,Marketplace,Lead
2025-08-01,user_0291,2019-09-24,,Argentina,MLA,Publisher,Advertising,Senior Analyst
2025-07-01,user_0644,2023-11-10,2025-07-10,Chile,MLC,Sellers Growth,Marketplace,Coordinator
2025-10-01,user_0363,2024-07-20,,Uruguay,MLU,Data Engineering,IT,DevOps Engineer
2025-06-01,user_0751,2021-03-24,,Brazil,MLB,Fraud Prevention,Fintech,Analyst
2025-07-01,user_0296,2022-08-31,,Mexico,MLM,Infrastructure,IT,Analyst
2025-12-01,user_0011,2024-07-18,,Brazil,MLB,GMV Analytics,Marketplace,Lead
2025-01-01,user_0302,2023-06-28,,Mexico,MLM,Operations,Shipping,Manager
2025-12-01,user_0265,2024-02-17,,Mexico,MLM,GMV Analytics,Marketplace,Senior Analyst
2025-11-01,user_0492,2023-11-06,,Uruguay,MLU,GMV Analytics,Marketplace,Analyst
2025-12-01,user_0536,2025-03-04,,Argentina,MLA,Compliance,Risk & Compliance,Manager
2025-11-01,user_0098,2018-02-26,,Chile,MLC,Legal,Legal & QA,Manager
2025-11-01,user_0265,2024-02-17,,Mexico,MLM,GMV Analytics,Marketplace,Senior Analyst
2025-04-01,user_0085,2024-04-24,,Argentina,MLA,Sellers Growth,Marketplace,Senior Analyst
2025-03-01,user_0512,2018-01-22,,Mexico,MLM,Product Design,Products,UX Designer
2025-06-01,user_0290,2018-10-11,,Ecuador,MEC,Performance,Advertising,Account Manager
2025-06-01,user_0405,2021-05-22,,Uruguay,MLU,DevOps,IT,Analyst
2025-03-01,user_0557,2020-01-14,,Ecuador,MEC,Catalog,Marketplace,Analyst
2025-06-01,user_0103,2023-04-22,,Argentina,MLA,DevOps,IT,Data Engineer
2025-11-01,user_0260,2024-10-11,,Brazil,MLB,Payments,Fintech,Risk Analyst
2025-03-01,user_0459,2022-02-15,,Brazil,MLB,CRM,Marketing,Specialist
2025-05-01,user_0605,2022-10-13,,Peru,MPE,Product Analytics,,UX Designer
2025-12-01,user_0589,2024-05-29,,Argentina,MLA,Operations,Shipping,Analyst
2025-11-01,user_0030,2023-08-22,,Mexico,MLM,Digital Marketing,Marketing,Analyst
2025-03-01,user_0123,2019-07-10,,Argentina,MLA,Brand,Advertising,Senior Analyst
2025-06-01,user_0795,2023-12-23,,Brazil,MLB,Agency,Advertising,Manager
2025-04-01,user_0104,2019-06-02,,Argentina,MLA,UX Research,Products,Researcher
2025-01-01,user_0037,2020-05-12,,Brazil,MLB,Buyers Experience,Marketplace,Manager
2025-08-01,user_0360,2024-03-05,,Brazil,MLB,UX Research,Products,Product Analyst
2025-02-01,user_0594,2018-12-18,2025-02-28,Ecuador,MEC,Insurance,Fintech,Senior Analyst
2025-08-01,user_0710,2020-05-02,,Mexico,MLM,Infrastructure,IT,DevOps Engineer
2025-11-01,user_0752,2018-10-01,,Chile,MLC,Payments,Fintech,Manager
2025-04-01,user_0256,2018-08-25,,Mexico,MLM,Security,IT,Software Engineer
2025-04-01,user_0228,2019-07-18,2025-11-09,Brazil,MLB,GMV Analytics,Marketplace,Coordinator
2025-05-01,user_0260,2024-10-11,,Brazil,MLB,Payments,Fintech,Risk Analyst
2025-08-01,user_0418,2022-10-25,,Venezuela,MLV,Infrastructure,IT,Manager
2025-02-01,user_0738,2019-04-24,2025-07-13,Mexico,MLM,Buyers Experience,Marketplace,Senior Analyst
2025-07-01,user_0233,2023-04-02,,Argentina,MLA,Product Analytics,Products,UX Designer
2025-01-01,user_0179,2019-03-01,,Brazil,MLB,Sellers Growth,Marketplace,Manager
2025-10-01,user_0146,2018-07-06,,Argentina,MLA,Fraud Prevention,Fintech,Specialist
2025-11-01,user_0349,2018-12-14,,Mexico,MLM,Brand Strategy,Marketing,Specialist
2025-07-01,user_0717,2021-11-08,,Brazil,MLB,Catalog,Marketplace,Coordinator
2025-07-01,user_0576,2020-01-03,,Mexico,MLM,Buyers Experience,Marketplace,Lead
2025-02-01,user_0177,2018-10-05,,Brazil,MLB,Logistics,Shipping,Supervisor
2025-04-01,user_0251,2020-08-17,,Chile,MLC,Accounting,Finance,Financial Analyst
2025-09-01,user_0418,2022-10-25,,Venezuela,MLV,Infrastructure,IT,Manager
2025-10-01,user_0602,2020-08-25,,Colombia,MCO,GMV Analytics,Marketplace,Manager
2025-01-01,user_0009,2018-08-18,,United States,USA,UX Research,Products,Product Analyst
2025-11-01,user_0301,2018-09-14,,Argentina,MLA,Buyers Experience,Marketplace,Senior Analyst
2025-10-01,user_0568,2023-02-03,2025-10-18,Brazil,MLB,GMV Analytics,Marketplace,Manager
2025-10-01,user_0140,2024-06-09,,Peru,MPE,Last Mile,Shipping,Representative
2025-08-01,user_0411,2024-04-05,,Mexico,MLM,L&D,People,HR Business Partner
2025-04-01,user_0146,2018-07-06,,Argentina,MLA,Fraud Prevention,Fintech,Specialist
2025-01-01,user_0736,2020-07-17,,Argentina,MLA,GMV Analytics,Marketplace,Senior Analyst
2025-11-01,user_0097,2019-06-21,,Mexico,MLM,Logistics,Shipping,Coordinator
2025-09-01,user_0152,2019-08-28,,Mexico,MLM,Insurance,Fintech,Manager
2025-05-01,user_0073,2023-11-08,,Uruguay,MLU,Performance,Advertising,Account Manager
2025-11-01,user_0400,2023-03-17,,Brazil,MLB,GMV Analytics,Marketplace,Senior Analyst
2025-04-01,user_0401,2019-12-29,,Brazil,MLB,GMV Analytics,Marketplace,Coordinator
2025-07-01,user_0071,2021-11-23,,Brazil,MLB,Data Engineering,IT,Manager
2025-07-01,user_0592,2020-02-20,,Ecuador,MEC,Catalog,Marketplace,Coordinator
2025-08-01,user_0293,2021-12-25,,Argentina,MLA,FP&A,Finance,Financial Analyst
2025-02-01,user_0179,2019-03-01,,Brazil,MLB,Sellers Growth,Marketplace,Manager
2025-03-01,user_0729,2020-12-31,,Peru,MPE,CRM,Marketing,Marketing Manager
2025-04-01,user_0672,2023-04-06,,Brazil,MLB,Logistics,Shipping,Manager
2025-12-01,user_0341,2018-02-20,,Brazil,MLB,Digital Marketing,Marketing,Analyst
2025-08-01,user_0182,2018-05-30,,Argentina,MLA,Fraud Prevention,Fintech,Specialist
2025-03-01,user_0627,2022-01-15,,Chile,MLC,UX Research,Products,Researcher
2025-01-01,user_0514,2024-09-13,2025-05-01,Colombia,MCO,Compensation,People,HR Business Partner
2025-06-01,user_0444,2024-12-13,,Brazil,MLB,Fraud Prevention,Fintech,Manager
2025-07-01,user_0028,2023-02-07,,Brazil,MLB,Catalog,Marketplace,Manager
2025-01-01,user_0669,2020-08-27,,Brazil,MLB,Logistics,Shipping,Supervisor
2025-03-01,user_0407,2020-12-05,,Mexico,MLM,Last Mile,Shipping,Analyst
2025-07-01,user_0589,2024-05-29,,Argentina,MLA,Operations,Shipping,Analyst
2025-06-01,user_0665,2022-01-15,,Chile,MLC,Performance,Advertising,Account Manager
2025-09-01,user_0489,2024-05-08,,Mexico,MLM,Buyers Experience,Marketplace,Coordinator
2025-11-01,user_0250,2019-02-18,,Mexico,MLM,Talent Acquisition,People,Recruiter
2025-02-01,user_0055,2022-04-22,,Peru,MPE,Catalog,Marketplace,Lead
2025-08-01,user_0221,2021-11-03,,Mexico,MLM,Credit,Fintech,Risk Analyst
2025-07-01,user_0266,2018-11-01,,Mexico,MLM,Product Design,Products,Product Manager
2025-03-01,user_0315,2022-08-13,,Peru,MPE,Internal Audit,Internal Audit,Internal Auditor
2025-08-01,user_0365,2021-07-26,,Argentina,MLA,HR Business Partner,People,Recruiter
2025-10-01,user_0457,2018-05-13,,Brazil,MLB,GMV Analytics,Marketplace,Senior Analyst
2025-05-01,user_0114,2021-03-18,,Chile,MLC,Digital Marketing,Marketing,Specialist
2025-04-01,user_0484,2018-12-02,,Argentina,MLA,Payments,Fintech,Senior Analyst
2025-08-01,user_0750,2023-03-14,,Venezuela,MLV,Insurance,Fintech,Risk Analyst
2025-03-01,user_0151,2019-11-20,2025-03-31,Mexico,MLM,Last Mile,Shipping,Analyst
2025-02-01,user_0580,2023-01-28,,Brazil,MLB,AML,Risk & Compliance,Manager
2025-07-01,user_0489,2024-05-08,,Mexico,MLM,Buyers Experience,Marketplace,Coordinator
2025-06-01,user_0611,2024-10-12,,Brazil,MLB,Catalog,Marketplace,Senior Analyst
2025-01-01,user_0094,2019-10-21,,Brazil,MLB,Last Mile,Shipping,Analyst
2025-09-01,user_0623,2025-05-10,,Argentina,MLA,Agency,Advertising,Analyst
2025-09-01,user_0737,2019-11-13,,Colombia,MCO,GMV Analytics,Marketplace,Manager
2025-05-01,user_0064,2024-12-23,,Chile,MLC,Infrastructure,IT,DevOps Engineer
2025-11-01,user_0171,2018-04-20,,Peru,MPE,Buyers Experience,Marketplace,Coordinator
2025-01-01,user_0660,2023-01-30,,Uruguay,MLU,FP&A,Finance,Senior Analyst
2025-01-01,user_0252,2024-06-17,,Colombia,MCO,GMV Analytics,Marketplace,Senior Analyst
2025-09-01,user_0487,2024-08-12,,Chile,MLC,Catalog,Marketplace,Senior Analyst
2025-01-01,user_0058,2023-04-29,,Uruguay,MLU,Product Analytics,Products,Researcher
2025-01-01,user_0576,2020-01-03,,Mexico,MLM,Buyers Experience,Marketplace,Lead
2025-09-01,user_0635,2021-10-16,,Mexico,MLM,HR Business Partner,People,Recruiter
2025-07-01,user_0654,2024-10-11,,Argentina,MLA,Performance,Advertising,Manager
2025-09-01,user_0728,2023-05-14,,Colombia,MCO,GMV Analytics,Marketplace,Senior Analyst
2025-08-01,user_0304,2020-09-04,,Chile,MLC,Payments,Fintech,Senior Analyst
2025-03-01,user_0254,2018-07-12,,Brazil,MLB,HR Business Partner,People,Manager
2025-12-01,user_0509,2024-04-02,,Mexico,MLM,Product Analytics,Products,UX Designer
2025-08-01,user_0432,2019-11-30,,Colombia,MCO,Sellers Growth,Marketplace,Analyst
2025-12-01,user_0635,2021-10-16,,Mexico,MLM,HR Business Partner,People,Recruiter
2025-01-01,user_0744,2021-02-12,,Brazil,MLB,Buyers Experience,Marketplace,Lead
2025-10-01,user_0156,2022-04-24,,Peru,MPE,Sellers Growth,Marketplace,Lead
2025-06-01,user_0123,2019-07-10,,Argentina,MLA,Brand,Advertising,Senior Analyst
2025-11-01,user_0453,2019-12-30,,Mexico,MLM,Insurance,Fintech,Senior Analyst
2025-12-01,user_0516,2018-01-02,,Chile,MLC,Fraud Prevention,Fintech,Manager
2025-07-01,user_0794,2018-03-18,,Brazil,MLB,Fulfillment,Shipping,Supervisor
2025-10-01,user_0781,2022-03-22,,Brazil,MLB,GMV Analytics,Marketplace,Senior Analyst
2025-05-01,user_0042,2020-08-27,,Brazil,MLB,Catalog,Marketplace,Lead
2025-08-01,user_0298,2019-03-24,,Brazil,MLB,Sellers Growth,Marketplace,Analyst
2025-04-01,user_0724,2022-07-19,,Mexico,MLM,AML,Risk & Compliance,Compliance Officer
2025-01-01,user_0663,2022-01-11,2025-06-25,Argentina,MLA,Logistics,Shipping,Representative
2025-09-01,user_0740,2018-04-13,,Brazil,MLB,Operations,Shipping,Supervisor
2025-04-01,user_0661,2021-06-01,,Mexico,MLM,Insurance,Fintech,Manager
2025-02-01,user_0785,2022-10-20,,Argentina,MLA,Data Engineering,IT,Analyst
2025-11-01,user_0207,2024-11-25,,Argentina,MLA,Sellers Growth,Marketplace,Manager
2025-02-01,user_0345,2023-07-14,,Argentina,MLA,Infrastructure,IT,DevOps Engineer
2025-01-01,user_0221,2021-11-03,,Mexico,MLM,Credit,Fintech,Risk Analyst
2025-02-01,user_0053,2024-12-11,,Ecuador,MEC,Digital Marketing,Marketing,Marketing Manager
2025-04-01,user_0577,2022-10-16,,Colombia,MCO,Brand Strategy,Marketing,Specialist
2025-10-01,user_0573,2024-10-17,,Chile,MLC,Tax,Finance,Financial Analyst
2025-11-01,user_0504,2018-06-27,,Brazil,MLB,Compensation,People,Manager
2025-07-01,user_0019,2024-03-01,,Venezuela,MLV,Internal Audit,Internal Audit,Internal Auditor
2025-11-01,user_0202,2024-06-20,,Brazil,MLB,Data Engineering,IT,Data Engineer
2025-12-01,user_0417,2019-11-22,,Argentina,MLA,Catalog,Marketplace,Manager
2025-07-01,user_0719,2021-02-17,2025-09-08,Mexico,MLM,QA,Legal & QA,Manager
2025-06-01,user_0421,2021-04-06,,Mexico,MLM,Payments,Fintech,Analyst
2025-11-01,user_0580,2023-01-28,,Brazil,MLB,AML,Risk & Compliance,Manager
2025-07-01,user_0463,2024-03-03,,Mexico,MLM,Security,IT,DevOps Engineer
2025-04-01,user_0083,2018-02-20,,Mexico,MLM,UX Research,Products,Researcher
2025-01-01,user_0452,2024-03-17,,Brazil,MLB,Last Mile,Shipping,Supervisor
2025-05-01,user_0299,2024-04-12,,United States,USA,Credit,Fintech,Specialist
2025-03-01,user_0162,2022-03-23,,Chile,MLC,UX Research,Products,Product Manager
2025-07-01,user_0649,2023-04-13,,Argentina,MLA,Logistics,Shipping,Manager
2025-10-01,user_0500,2024-07-14,,Peru,MPE,Catalog,Marketplace,Lead
2025-02-01,user_0076,2020-11-24,,Brazil,MLB,Infrastructure,IT,DevOps Engineer
2025-03-01,user_0731,2018-09-26,,Venezuela,MLV,Tax,Finance,Finance Manager
2025-11-01,user_0431,2022-01-15,,Mexico,MLM,Buyers Experience,Marketplace,Analyst
2025-11-01,user_0203,2024-02-13,,Mexico,MLM,Product Design,Products,Researcher
2025-08-01,user_0195,2019-05-13,,Peru,MPE,CRM,Marketing,Marketing Manager
2025-11-01,user_0692,2019-09-02,,Mexico,MLM,Catalog,Marketplace,Manager
2025-11-01,user_0655,2018-10-18,,Argentina,MLA,Digital Marketing,Marketing,Marketing Manager
2025-07-01,user_0075,2024-05-23,,Peru,MPE,Catalog,Marketplace,Senior Analyst
2025-12-01,user_0684,2020-01-07,,Mexico,MLM,Sellers Growth,Marketplace,Analyst
2025-08-01,user_0033,2019-06-21,,Brazil,MLB,Product Management,Products,UX Designer
2025-01-01,user_0429,2023-07-17,2025-03-19,Brazil,MLB,Sellers Growth,Marketplace,Analyst
2025-10-01,user_0305,2022-09-29,,Chile,MLC,Agency,Advertising,Senior Analyst
2025-03-01,user_0511,2023-09-14,,Chile,MLC,Content,Marketing,Senior Analyst
2025-02-01,user_0138,2022-09-29,,Mexico,MLM,Compliance,Risk & Compliance,Risk Analyst
2025-08-01,user_0163,2018-03-16,,Brazil,MLB,Digital Marketing,Marketing,Specialist
2025-01-01,user_0124,2019-02-10,,Ecuador,MEC,Product Analytics,Products,UX Designer
2025-06-01,user_0540,2021-01-16,,Argentina,MLA,Insurance,Fintech,Specialist
2025-01-01,user_0233,2023-04-02,,Argentina,MLA,Product Analytics,Products,UX Designer
2025-03-01,user_0526,2024-01-27,,Colombia,MCO,Sellers Growth,Marketplace,Coordinator
2025-08-01,user_0319,2022-10-26,,Chile,MLC,Logistics,Shipping,Supervisor
2025-07-01,user_0117,2022-02-07,,Argentina,MLA,Operations,Shipping,Coordinator
2025-12-01,user_0103,2023-04-22,,Argentina,MLA,DevOps,IT,Data Engineer
2025-01-01,user_0070,2020-03-23,2025-06-05,Mexico,MLM,Tax,Finance,Controller
2025-07-01,user_0570,2023-07-31,,Chile,MLC,Agency,Advertising,Senior Analyst
2025-12-01,user_0508,2020-11-04,,Argentina,MLA,Operations,Shipping,Manager
2025-06-01,user_0577,2022-10-16,,Colombia,MCO,Brand Strategy,Marketing,Specialist
2025-10-01,user_0715,2024-11-01,,Brazil,MLB,Credit Risk,Risk & Compliance,Compliance Officer
2025-03-01,user_0474,2022-11-28,,Mexico,MLM,Insurance,Fintech,Specialist
2025-05-01,user_0485,2018-03-18,,Brazil,MLB,Publisher,Advertising,Analyst
2025-06-01,user_0509,2024-04-02,,Mexico,MLM,Product Analytics,Products,UX Designer
2025-05-01,user_0565,2018-03-29,,Brazil,MLB,Insurance,Fintech,Risk Analyst
2025-04-01,user_0704,2021-10-06,2025-06-21,Mexico,MLM,Buyers Experience,Marketplace,Analyst
2025-05-01,user_0684,2020-01-07,,Mexico,MLM,UX Research,Products,UX Designer
2025-06-01,user_0316,2021-08-12,,Peru,MPE,Buyers Experience,Marketplace,Senior Analyst
2025-05-01,user_0569,2024-12-15,,Argentina,MLA,Sellers Growth,Marketplace,Lead
2025-05-01,user_0312,2019-04-26,,Argentina,MLA,Logistics,Shipping,Manager
2025-11-01,user_0346,2025-07-29,,Colombia,MCO,Product Design,Products,Product Analyst
2025-06-01,user_0472,2022-11-09,,Brazil,MLB,Fraud Prevention,Fintech,Risk Analyst
2025-09-01,user_0461,2019-06-17,,Mexico,MLM,Fulfillment,Shipping,Analyst
2025-12-01,user_0331,2020-09-14,,Chile,MLC,Infrastructure,IT,DevOps Engineer
2025-10-01,user_0635,2021-10-16,,Mexico,MLM,HR Business Partner,People,Recruiter
2025-11-01,user_0493,2022-02-05,,Colombia,MCO,Operational Risk,Risk & Compliance,Compliance Officer
2025-09-01,user_0162,2022-03-23,,Chile,MLC,UX Research,Products,Product Manager
2025-07-01,user_0731,2018-09-26,,Venezuela,MLV,Tax,Finance,Finance Manager
2025-04-01,user_0165,2024-12-06,2025-08-12,Venezuela,MLV,Brand,Advertising,Manager
2025-11-01,user_0300,2024-11-20,,Venezuela,MLV,UX Research,Products,Researcher
2025-07-01,user_0091,2023-07-16,,Mexico,MLM,Fraud Prevention,Fintech,Manager
2025-12-01,user_0630,2021-07-20,,Chile,MLC,L&D,People,Manager
2025-11-01,user_0413,2019-04-28,,Venezuela,MLV,Last Mile,Shipping,Supervisor
2025-12-01,user_0152,2019-08-28,,Mexico,MLM,Insurance,Fintech,Manager
2025-06-01,user_0423,2019-06-22,,Ecuador,MEC,Tax,Finance,Financial Analyst
2025-12-01,user_0722,2018-12-07,,Argentina,MLA,CRM,Marketing,Senior Analyst
2025-03-01,user_0692,2019-09-02,,Mexico,MLM,Fraud Prevention,Fintech,Analyst
2025-01-01,user_0606,2020-04-08,,Argentina,MLA,Operational Risk,Risk & Compliance,Senior Analyst
2025-05-01,user_0049,2018-10-14,,Brazil,MLB,Digital Marketing,Marketing,Senior Analyst
2025-06-01,user_0383,2024-09-24,,Mexico,MLM,Sellers Growth,Marketplace,Coordinator
2025-10-01,user_0316,2021-08-12,,Peru,MPE,Buyers Experience,Marketplace,Senior Analyst
2025-11-01,user_0125,2020-08-25,,Ecuador,MEC,Product Management,Products,Product Manager
2025-11-01,user_0363,2024-07-20,,Uruguay,MLU,Data Engineering,IT,DevOps Engineer
2025-08-01,user_0532,2024-06-16,,Argentina,MLA,Fulfillment,Shipping,Coordinator
2025-12-01,user_0585,2025-07-15,,Chile,MLC,GMV Analytics,Marketplace,Manager
2025-05-01,user_0171,2018-04-20,,Peru,MPE,Buyers Experience,Marketplace,Coordinator
2025-08-01,user_0121,2025-06-17,,Ecuador,MEC,Buyers Experience,Marketplace,Coordinator
2025-03-01,user_0185,2020-01-10,,Brazil,MLB,Catalog,Marketplace,Analyst
2025-06-01,user_0669,2020-08-27,,Brazil,MLB,Logistics,Shipping,Supervisor
2025-09-01,user_0071,2021-11-23,,Brazil,MLB,Data Engineering,IT,Manager
2025-02-01,user_0329,2024-09-23,,Brazil,MLB,Payments,Fintech,Senior Analyst
2025-12-01,user_0681,2023-12-13,,Ecuador,MEC,Tax,Finance,Controller
2025-10-01,user_0498,2019-11-13,,Mexico,MLM,Sellers Growth,Marketplace,Lead
2025-11-01,user_0378,2025-05-14,,Brazil,MLB,Sellers Growth,Marketplace,Manager
2025-07-01,user_0212,2024-12-27,,Argentina,MLA,Fulfillment,Shipping,Supervisor
2025-01-01,user_0076,2020-11-24,,Brazil,MLB,Infrastructure,it,DevOps Engineer
2025-08-01,user_0004,2019-02-01,,Brazil,MLB,L&D,People,HR Analyst
2025-05-01,user_0704,2021-10-06,2025-06-21,Mexico,MLM,Buyers Experience,Marketplace,Analyst
2025-03-01,user_0317,2018-11-06,,Chile,MLC,Publisher,Advertising,Account Manager
2025-11-01,user_0382,2018-07-23,,Colombia,MCO,Insurance,Fintech,Manager
2025-02-01,user_0677,2020-08-25,,Brazil,MLB,Operations,Shipping,Analyst
2025-10-01,user_0742,2022-12-16,,Chile,MLC,Publisher,Advertising,Senior Analyst
2025-05-01,user_0390,2022-11-19,,United States,USA,Infrastructure,IT,Data Engineer
2025-10-01,user_0509,2024-04-02,,Mexico,MLM,Product Analytics,Products,UX Designer
2025-05-01,user_0718,2020-07-29,2025-10-26,Brazil,MLB,Infrastructure,IT,Manager
2025-04-01,user_0751,2021-03-24,,Brazil,MLB,Fraud Prevention,Fintech,Analyst
2025-03-01,user_0759,2018-11-09,2025-04-09,Mexico,MLM,Brand,Advertising,Account Manager
2025-01-01,user_0101,2023-09-11,,Brazil,MLB,DevOps,IT,Analyst
2025-04-01,user_0242,2024-07-16,,Brazil,MLB,DevOps,IT,Data Engineer
2025-02-01,user_0674,2018-07-31,,Mexico,MLM,Catalog,Marketplace,Lead
2025-04-01,user_0299,2024-04-12,,United States,USA,Credit,Fintech,Specialist
2025-03-01,user_0385,2018-07-02,,Argentina,MLA,Fulfillment,Shipping,Analyst
2025-11-01,user_0565,2018-03-29,,Brazil,MLB,Insurance,Fintech,Risk Analyst
2025-11-01,user_0008,2020-09-29,,Chile,MLC,Digital Marketing,Marketing,Senior Analyst
2025-01-01,user_0217,2024-06-27,,United States,USA,Credit Risk,Risk & Compliance,Compliance Officer
2025-09-01,user_0029,2020-06-10,,Colombia,MCO,DevOps,IT,Software Engineer
2025-02-01,user_0575,2023-10-29,2025-05-30,Brazil,MLB,GMV Analytics,Marketplace,Analyst
2025-12-01,user_0184,2023-07-31,,Argentina,MLA,L&D,People,Recruiter
2025-04-01,user_0239,2024-02-28,,Ecuador,MEC,Agency,Advertising,Manager
2025-09-01,user_0579,2022-10-30,,Argentina,MLA,Regulatory Affairs,Legal & QA,QA Analyst
2025-09-01,user_0714,2019-03-28,,Mexico,MLM,CRM,Marketing,Specialist
2025-08-01,user_0188,2024-10-24,,Argentina,MLA,Infrastructure,IT,Data Engineer
2025-01-01,user_0270,2020-02-26,,Uruguay,MLU,Sellers Growth,Marketplace,Lead
2025-04-01,user_0233,2023-04-02,,Argentina,MLA,Product Analytics,Products,UX Designer
2025-07-01,user_0025,2023-03-10,,Brazil,MLB,Performance,Advertising,Account Manager
2025-08-01,user_0515,2018-05-18,,Chile,MLC,Operations,Shipping,Supervisor
2025-01-01,user_0415,2021-11-04,,Mexico,MLM,Operations,Shipping,Coordinator
2025-04-01,user_0046,2022-06-26,,Brazil,MLB,GMV Analytics,Marketplace,Manager
2025-05-01,user_0290,2018-10-11,,Ecuador,MEC,Performance,Advertising,Account Manager
2025-09-01,user_0341,2018-02-20,,Brazil,MLB,Digital Marketing,Marketing,Analyst
2025-03-01,user_0791,2021-05-02,,Venezuela,MLV,Infrastructure,IT,Analyst
2025-11-01,user_0775,2024-07-11,,Brazil,MLB,Fulfillment,Shipping,Analyst
2025-07-01,user_0748,2024-08-16,,Argentina,MLA,Last Mile,,Manager
2025-06-01,user_0662,2023-09-22,,Colombia,MCO,FP&A,Finance,Financial Analyst
2025-02-01,user_0732,2018-11-12,2025-06-22,Brazil,MLB,Operations,Shipping,Analyst
2025-01-01,user_0069,2019-03-19,,Mexico,MLM,Digital Marketing,Marketing,Senior Analyst
2025-04-01,user_0099,2022-08-29,,Chile,MLC,GMV Analytics,Marketplace,Lead
2025-06-01,user_0391,2024-03-28,,Brazil,MLB,Compliance,Risk & Compliance,Risk Analyst
